tstamp,amps1,amps2,celsius1,celsius2,celsius3
1711342568.433738,1.7014649570842206,1.15662415747064,27.19900585525434,42.990632909172255,45.01292915710422
1711342569.434703,0.5942653805475494,0.8547032087716588,36.32473722116096,37.6593530423623,30.691671151981566
1711342570.4431858,0.1080200580842563,0.12464348300098915,31.685486129546295,51.63821288380704,27.389996106379478
1711342571.448837,2.361685327922255,1.6738690088846429,50.35967192460045,45.845257793581865,24.208322512612725
1711342572.456084,1.720666245069674,0.9162882923541149,43.22658198081924,33.31027206341844,52.36155719382639
1711342573.460832,1.5600630285590982,1.743345108195344,36.34170746096366,22.768201925124956,42.55422829192321
1711342574.4661288,2.995611199079545,1.8981855925717115,27.36743293969353,31.075375737779503,48.84287952143046
1711342575.473546,2.085509467538638,0.2539654446484608,45.139871983647055,46.71633293546047,24.281117690348573
1711342576.48002,0.07850535653635216,0.16257479415751452,24.323071058181174,23.753809649770638,30.604186173064164
1711342577.486128,2.1607650378986896,1.7241577383710962,43.07902214998541,35.47827332226631,24.356419392220076
1711342578.494465,0.20594868902751706,1.3095950797259015,48.966766656161056,53.46727332805722,32.75678254651852
1711342579.503145,1.2436674938774464,1.761296186029477,30.276802670482727,45.698710653069256,33.295884442476385
1711342580.5112169,2.2598563250709476,1.993879154627904,39.13450848973083,48.22302944801929,24.836903993029946
1711342581.518875,1.1591131613302705,2.0037405355833666,29.773984850096504,42.39697035167675,40.67073047094543
1711342582.5269,1.4436343547541617,2.384053746276948,48.17540995362131,27.372627427853654,43.1335200615286
1711342583.534807,1.1374905914640536,2.71985986995059,22.38261867546155,52.63550962999489,36.388796277203426
1711342584.543437,0.04712923962977289,1.4376957894288922,25.966555153480478,39.53430812548949,32.497145296440266
1711342585.548716,2.272530244883862,1.86991297997614,54.53029254635041,27.17445959966929,29.13595123042773
1711342586.5544782,0.4084520119306637,1.611078611124922,47.46782109743035,42.02316509031086,52.73428125508613
1711342587.562432,0.5658655087532303,0.5026802270618488,41.3865005597631,27.47648526863623,36.67715467399026
1711342588.568361,2.5015676505312907,2.968523059405873,23.49484480822138,51.00001237718328,45.370102863940005
1711342589.574118,1.4664102559055865,0.34161964091960706,36.18079718154317,30.869283914549797,52.6492285270984
1711342590.577652,0.4815820577997161,1.2786666260734565,46.56174165267754,47.05906237529902,38.293569693537975
1711342591.585577,1.7777462126226646,0.7327753743848818,22.29483079498098,27.270238194288897,28.801103339283905
1711342592.593676,1.5983554349071292,0.4539139343554398,22.708119567245678,25.170820727911362,45.13421875776077
1711342593.601673,0.4744821990181558,0.8391842366918184,30.006279375506427,53.19693286055237,29.052023386499922
1711342594.607148,1.0790349098498622,2.7657308146166204,33.307114066656645,23.768328746898458,42.44296612974806
1711342595.610246,2.090574610687098,0.6166688294893524,28.774405481742214,51.56894020275061,25.147493517393258
1711342596.618357,0.8663164909661538,2.907171371892286,50.13010030568323,25.710119364809202,49.345848728278526
